Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,Frequência
(5.732128513875594-15.524984330592517j),(0.8680665059921466+13.017453539969644j),(-1.0106248594899192+4.6296734523528755j),(-2.5842530715257013-1.2775878551163906j),(-4.21867200775354+2.759033026635308j),(-2.941723597606029-9.172350306050532j),(8.630315107706288-10.223671319792487j),(0.16630647371113838-3.054285674453387j),(-14.940603512149181+17.759150112278483j),(-0.5174156479539818+2.9907484509023057j),(1.4195937695725078-8.694838796885982j),56.900000000000006
(6.388282205679943-15.995533649651186j),(0.397589863411568+13.480904088230055j),(-0.620656060488912+4.359154229554576j),(-2.5669839374225774-1.7722190317899944j),(-3.8596395826485974+2.576963201206368j),(-2.3708657843767185-9.223367973141642j),(8.471272154902792-10.354548143261791j),(1.4036590149452834-3.218686564637828j),(-15.001375036203125+17.688088979806295j),(-0.6510319755348561+3.1029383657114105j),(1.4272891952375026-8.261244389455221j),57.0
(6.59463409441279-15.771978161126647j),(0.3914835657540152+13.682162938803032j),(-0.3538251616873893+4.05219342479419j),(-2.8119206916721637-1.59787193478647j),(-4.097405971395631+2.8655728225338777j),(-2.8995288671344355-8.667129461101457j),(8.492853182223016-10.00114250920906j),(0.9898638078226725-3.640229575430105j),(-15.042943001348638+17.142144990372046j),(-0.6427314345874251+2.9949541939504485j),(1.7603930750960943-8.821923306420672j),57.1
(6.876736016507209-15.853539948599447j),(0.5698051980238432+13.585094064496815j),(-1.5789138827168947+3.9940208674711286j),(-2.5534269524547177-1.7603894525838726j),(-4.221624707840306+2.8393209669778514j),(-2.7170195049275776-8.72227314348062j),(8.337919370835355-9.974694443229822j),(1.4095483872016104-2.5863845773362186j),(-15.23815172817875+17.42404860102615j),(-0.28634782638811185+2.960765278554579j),(1.9431278282204154-8.525926433105319j),57.2
(6.359591439809833-15.276531230849265j),(0.14885620032077895+13.346977563239022j),(-0.7932521029336392+4.097466402425027j),(-2.4292051903965977-1.6889218918862312j),(-4.012159975663465+2.7092976848047217j),(-2.8508499871853132-8.677517066104091j),(8.708387448588294-10.482272876589313j),(0.6036071818714959-3.083527728684885j),(-14.771698752931151+17.802590714695185j),(-0.4813714352686844+2.720395028456295j),(1.6677510674410172-8.111845873949044j),57.300000000000004
(6.288500569890346-15.735779170556423j),(0.7929614219789016+12.822709295221365j),(-0.793594431649268+4.416678929815987j),(-2.181095294467383-1.4782506357891165j),(-3.848258017512908+3.2690083996793504j),(-2.3945210923779143-8.594769718917519j),(8.574292036849386-10.299919846310132j),(1.2275300949970145-2.694867682628086j),(-14.948841325809681+17.755440965545375j),(-0.6363354114485347+2.804416003987832j),(1.4033619961681403-8.225411708092807j),57.400000000000006
(6.301673367722117-15.627687210077518j),(0.7369802497809976+12.868605013570837j),(-0.7245945811112051+4.366415833872246j),(-2.4968892445018662-1.501765494708394j),(-4.22437803782597+2.7596581203032144j),(-2.4742940475673265-8.57929115110531j),(8.415351031487038-10.106285071691502j),(0.8045180969493941-2.9245994852172146j),(-14.810679855641244+16.950884864232847j),(-0.7416011775891604+3.1091597324008404j),(1.861054325199433-8.57494522630796j),57.5
(6.910317826395882-15.809533902963352j),(0.5591498831414867+13.015537326497189j),(-0.6126797370681913+4.171456485237627j),(-2.127692391271694-1.3870297719228688j),(-3.8660035685331593+2.8977678299294496j),(-2.386997023924909-8.676106211441997j),(8.755813735023162-9.681856740450982j),(0.5722020759330064-2.9289288776840934j),(-14.61717619749151+17.182015398898518j),(-0.7898801499348806+2.9158887231902213j),(1.4961854343491439-8.334957544830722j),57.6
(6.6892882731516465-15.592598233144763j),(0.23357585263057246+12.946915354815928j),(-0.6264162845017225+3.8984627544665784j),(-2.053467339692574-1.593482658838468j),(-3.9065561216224687+2.7488223511645398j),(-2.2962445851281217-8.82544213703619j),(8.844231372848995-10.077657808158488j),(0.8691968365992544-3.0870443133166976j),(-14.942668448454583+17.141491233540485j),(-0.6550007948291663+3.017159423036972j),(1.5678887498152791-8.266273079521497j),57.7
(6.32289488457171-15.43826312289795j),(0.4739733049891015+12.888644731688842j),(-1.0540101362861618+4.647217977748468j),(-2.1826772457591233-1.4193477958268232j),(-3.9188217212926517+2.90858034995885j),(-2.4636603045301086-8.632942872891388j),(8.565454939200393-9.986666104788554j),(0.6548645976853891-2.772403800376516j),(-14.846945251580607+17.272712149931664j),(-0.6590116528244678+2.733265343370441j),(1.7602659902520088-8.301624338030535j),57.800000000000004
(6.442083920849598-15.469994255011429j),(0.32648346583725996+12.383644508254577j),(-1.0185574140652705+4.317821520907273j),(-2.159479664928014-1.4156418862017688j),(-4.082423869513875+2.8236622490423215j),(-2.5993221230832546-8.475271640680518j),(8.61334197640711-9.87441046838397j),(0.8914438719433235-2.87122309455477j),(-14.855855345333481+16.786547529149964j),(-0.6204452628605033+2.8790272606209584j),(1.6237739497258286-7.9588528379603645j),57.900000000000006
(6.436737827536803-15.474539209865178j),(0.3709712243062313+12.582477913803345j),(-1.2305061712793872+4.201005657618168j),(-2.1242011276456765-1.418236671408188j),(-4.107480790070227+2.832650384636592j),(-2.3404636036238884-8.474517071719703j),(8.450066396431112-10.034954405863019j),(0.7992777811290637-3.0755705813015126j),(-14.681739286906335+16.893215600092727j),(-0.6448253354056419+2.8764389623656967j),(1.7987825824757167-8.130786565457171j),58.0
(6.550638659033382-15.152363128390249j),(0.35427141552770536+12.639569074378798j),(-0.909308514915125+4.2546510401320745j),(-2.1991699355783076-1.3850034415781494j),(-3.948301814010655+2.971694889875204j),(-2.5388926625552273-8.664574869851707j),(8.566141833319207-10.009831475177316j),(0.8473158749191185-3.145162003715285j),(-14.793506473582298+16.754945461642503j),(-0.7276808476128371+2.8365388662937328j),(1.730388685606961-8.294733884414192j),58.1
(6.526092438320433-15.19381898662374j),(0.35740709166904594+12.602780202436506j),(-0.8946777328277449+4.2173944913934065j),(-2.106098777721087-1.4388041352988523j),(-4.045856246528039+2.868423698790455j),(-2.398717690008212-8.582835898388396j),(8.516748106410603-9.833625792380374j),(0.9525577670507772-2.9127758215468305j),(-14.764922137867728+16.784639738703135j),(-0.6583137892788002+2.8433729956170737j),(1.8255316239991828-8.15291930069899j),58.2
(6.58795849199921-15.171845472876342j),(0.2771109779890182+12.477352744896201j),(-0.8851188958349852+4.082831930171469j),(-2.10715226254068-1.4674838476945524j),(-3.9948179365874523+2.866750538068686j),(-2.3450164650791407-8.597741945181257j),(8.548492139464173-9.837401566610726j),(0.8587393858695691-2.945303769350957j),(-14.747709092027737+16.741356379061124j),(-0.7032676593295264+2.822809770158811j),(1.7956013319041375-8.242888465272074j),58.300000000000004
(6.568164273110938-15.12779856536784j),(0.22743373216231078+12.441451488983347j),(-0.8886515348857955+4.036863709663152j),(-2.0992252840436834-1.4612413009934997j),(-3.993120477192754+2.8955467675700532j),(-2.3175168169350933-8.55591527234936j),(8.52918650737962-9.82813152026862j),(0.834302537674751-2.912428284798608j),(-14.746375617628615+16.676158535948844j),(-0.7012220463819929+2.8102798900473545j),(1.8372330025975998-8.198109598595572j),58.400000000000006
(6.580560134727335-15.098891588318892j),(0.15890810812284784+12.416359551488451j),(-0.8782712350682687+3.980072725264556j),(-2.0430953729190264-1.417497889382462j),(-3.9311340670601496+2.9045034475349283j),(-2.302483886378144-8.452802200995222j),(8.525696293836695-9.743821756990478j),(0.8182793530133949-2.9073780747304987j),(-14.756934300373722+16.59276431173152j),(-0.6795712558046318+2.829848850612372j),(1.9070838510928638-8.16951659787111j),58.5
(6.6239882540831445-15.087505732597123j),(0.14285305664268255+12.400013219082709j),(-0.8403497086890894+3.947840820978655j),(-2.0026390679912254-1.467678514656015j),(-3.895288380404544+2.905535081900412j),(-2.267290429889023-8.530244566807681j),(8.542416817617095-9.705861734568707j),(0.8149149947586238-2.884329692622657j),(-14.63439365091731+16.55063492721463j),(-0.6588500779013273+2.8164416468021862j),(1.943490631265263-8.12840727652005j),58.6
(6.3905103070630735-15.082319943777406j),(0.10688274704504508+12.342969712430111j),(-1.0081568033696158+3.819747576163195j),(-1.9434127005150117-1.4726998722329085j),(-3.92961666342984+2.9676044115864784j),(-2.312350844704767-8.371902681351372j),(8.48728833741825-9.72138555233144j),(0.7794166563100333-2.7734684804858034j),(-14.766189790663361+16.429954492889593j),(-0.7119510529821937+2.79181620032476j),(1.9114792555845241-8.129039464819698j),58.7
(6.650629802003394-14.976464578405086j),(-0.014420434123870507+12.15233215947736j),(-0.9229275147439466+4.0352367709121495j),(-2.0674821088922357-1.3990559654731864j),(-3.8081311711698618+2.8709654637574573j),(-2.241320450278238-8.437030575103737j),(8.569004805864239-9.64430271088925j),(0.6493751659573199-2.685530546644344j),(-14.613039282079612+16.494927181953216j),(-0.8306963896515214+2.687200004725355j),(1.9894876511723472-8.00889525510756j),58.800000000000004
(6.82966074916607-14.907819254562824j),(0.03310845305038157+12.453289957316528j),(-0.7712847294214953+3.7026229134331743j),(-1.79473767722925-1.3832790019952625j),(-3.9669806149267988+2.89920369998703j),(-2.2298720332937734-8.501573725203912j),(8.577420443978895-9.600249186789966j),(0.7451263398561423-2.6536834649717918j),(-14.693225855493111+16.575116462373472j),(-0.6487528111613017+2.8482758295556465j),(1.8979444810756654-8.058089066374936j),58.900000000000006
(6.628160332958146-14.863302768108667j),(0.12036924599098597+12.020645480910673j),(-0.9175737210300667+4.184288005748584j),(-1.9802363576755582-1.5769441629918077j),(-3.894542869129637+2.786533969264209j),(-2.103511157950763-8.430639946423355j),(8.532535530687284-9.43410089142581j),(0.47980299912936175-2.6795021285754075j),(-14.89459129965104+16.400120669937152j),(-0.6976061236954854+2.5950498217304983j),(2.0690279238343408-8.207228186497836j),59.0
(6.788398446705742-14.924193463599273j),(0.04273048498160392+12.273885304124377j),(-1.02525763793356+3.66952136627242j),(-2.184857279461596-1.2964483553260209j),(-3.9836312123703372+2.9352978560511502j),(-2.125881730531397-8.241849527494054j),(8.681268644878173-9.871339885966073j),(0.192647399749859-2.588717757852578j),(-14.552944915600026+16.232993688272064j),(-0.8413769191907576+2.748075369779599j),(2.133949827119192-7.916586498246602j),59.1
(6.712177304547254-14.604893338244878j),(0.05991271721725866+11.780605319524057j),(-0.689775494528277+4.070152147323313j),(-1.4267372643390814-1.410275659672045j),(-3.629717563644064+3.086370129810776j),(-1.810739022457625-7.7646455910442j),(8.048343408990576-9.535912773879545j),(0.4615916384245793-2.71138194493426j),(-14.625900807441578+16.24844558407505j),(-0.8729935677778329+2.744092827377955j),(1.9944546033705706-8.12870962514004j),59.2
(6.751352400432836-14.874831467524281j),(-0.05865339279007742+11.98802345318095j),(-1.0686226951104345+3.8854733141123035j),(-1.8303133247799934-1.1668632825020353j),(-4.157836154639128+2.659202778076505j),(-2.1014890141025226-8.130042168552535j),(8.386069259211041-9.471193475784276j),(1.0859493472789303-2.051075648722211j),(-14.70627630114764+16.16437756302227j),(-1.0981081275290308+2.7982392957307667j),(1.9992981552772164-8.091039864615478j),59.300000000000004
(6.94622738090294-14.858079580290507j),(-0.27142964278886694+12.10658019832631j),(-1.5107136072763865+3.5251840758727653j),(-1.685062404852573-1.5522438713070237j),(-3.9621603939811294+2.6761888196840715j),(-2.0312468553962226-8.294141213282426j),(8.767698626619463-9.413605548402487j),(0.8898423389411434-2.257981625458285j),(-14.589789965270157+16.16905872389816j),(-0.8138673535704761+2.859754097637058j),(2.0199120877349515-7.646252939290882j),59.400000000000006
(6.95620508133274-14.639043791683157j),(-0.23259390520292111+11.649770883441267j),(-0.9210171301192247+4.10319299649116j),(-1.8302947204241917-1.1602356811278298j),(-4.164847740114666+2.8974099375871845j),(-2.081991177936338-8.273171235894615j),(8.757744702181071-9.321100454187645j),(0.9011285531994133-2.3962098600472785j),(-14.652585966497412+15.62580413494262j),(-0.6226005155445762+2.694739416419708j),(2.416186061617921-7.901313632198388j),59.5
(6.70836313334587-14.387685182872964j),(-0.588163609054118+12.180760044860818j),(-0.9596789417627747+3.8884883876626066j),(-1.5259249276020554-1.518316575345267j),(-4.01859379286131+2.6586361608365223j),(-1.8627180278356548-8.48811056411688j),(8.649325497976903-9.800233173811705j),(-0.08946553955360059-2.7507365617170763j),(-14.6834306459847+16.52406736406637j),(-0.6449654109100607+2.864292770758368j),(2.6483458934189983-7.817017445334088j),59.6
(6.624425017424244-14.40498494543641j),(0.030352819771366057+12.221278346732852j),(-1.207366879795103+3.5455393492367904j),(-1.7386161126652449-1.2684026567424098j),(-3.9805020687376356+2.6045524528147403j),(-2.1339011293908925-8.562490789884095j),(8.495501650629876-9.013568467672556j),(0.0032704369399993993-2.547480250342119j),(-14.61457425914466+15.91110256583157j),(-0.8135773824743922+2.475807116491609j),(1.9504137996683504-7.646806290686932j),59.7
(6.27850343787874-14.74040840602106j),(-0.4042426045095837+11.431220313784934j),(-1.7696535635372612+3.945692739993575j),(-1.5251202893337137-1.20363394710607j),(-3.722475238354292+2.5826794984388255j),(-2.0557146779527784-8.168203805293418j),(8.705456037548316-9.164836239647187j),(0.13303402622135252-2.3859981822863787j),(-14.794111622416011+16.30673126094726j),(-0.7552267410746794+2.6264498931962805j),(2.02584672824824-7.233715515809649j),59.800000000000004
(6.30516847794847-14.787759519873475j),(-0.7239493218834809+11.960970173331447j),(-1.6944115120036827+3.440328081232252j),(-1.825012881391359-1.749278670462708j),(-4.046911790690157+2.9639888014694122j),(-1.7848455066657891-8.231266504726577j),(8.197618520781475-9.666592555019903j),(0.4624254704204702-2.271813037590512j),(-14.348512165103362+15.800212381902838j),(-0.8601448844788762+2.741751327578214j),(2.223495183475322-7.677619996223186j),59.900000000000006
(6.0882151859572815-14.33619870531993j),(-0.25948196155052017+11.619936500978298j),(-1.5494577913259633+3.9281583704388368j),(-1.4033066140180552-1.6729484797407324j),(-4.004493438639798+2.685136828660447j),(-1.6651822001963907-8.280550099834198j),(8.69206737009965-8.676194391976367j),(-0.022375018895424148-2.982601069074576j),(-14.767108958240428+15.486940897324502j),(-1.2135667708309086+2.6067288334294645j),(1.9556357841346-7.651027347303888j),60.0
(7.075492949329501-14.616650023236701j),(-0.36934572132257415+11.826308334228088j),(-0.7018858213470622+3.7792080952105493j),(-1.5840796996529178-1.2389700172191347j),(-3.9065163249779076+2.73208859653821j),(-1.8780319279830522-8.04321013894071j),(8.183520045810226-9.102942769572898j),(1.4151716028555086-2.712733264639837j),(-14.647152721322726+15.348946595487675j),(-0.4459405814459583+2.6052899065040833j),(2.423084134822716-7.925630661363698j),60.1
(6.906544415494892-13.976016026748866j),(-0.12510732461287688+11.663246537157846j),(-0.8983488311052241+4.206317034287395j),(-2.0296046876221965-1.528680979835272j),(-3.744869519987013+2.606658524714078j),(-1.9035048393622773-8.143105738954219j),(8.28826651293781-9.75379998721806j),(1.0859803829444843-2.386861148020955j),(-14.502114172340342+15.226051142269505j),(-0.8711862482180379+2.5264032257298794j),(2.5812655484668556-7.468790093224271j),60.2
(6.823919662946253-14.427197417796375j),(-0.5884463586774302+11.560098748007192j),(-1.461496430613586+3.623556621932522j),(-1.146949488321603-1.1185665625272776j),(-3.69166209295412+2.5775331979036054j),(-2.307520886454993-8.455640207394453j),(8.300642683281614-9.051536888420888j),(0.670985220107454-2.1748489798485515j),(-14.733253922971649+15.570740679850367j),(-1.0306239142477835+2.722154791143886j),(2.736431609634195-7.008997523444492j),60.300000000000004
